id,tag,timestamp,value
10000,Evaluate/mIoU,1647894503949,0.2558700144290924
20000,Evaluate/mIoU,1647902091282,0.2930830717086792
30000,Evaluate/mIoU,1647909688794,0.3044540584087372
40000,Evaluate/mIoU,1647917356793,0.33305624127388
50000,Evaluate/mIoU,1647925062619,0.36243826150894165
60000,Evaluate/mIoU,1647932739614,0.3488173186779022
70000,Evaluate/mIoU,1647940362638,0.3605233132839203
80000,Evaluate/mIoU,1647948010200,0.34967195987701416
90000,Evaluate/mIoU,1647955662663,0.4093783497810364
100000,Evaluate/mIoU,1647963294026,0.38853541016578674
110000,Evaluate/mIoU,1647970973013,0.40041500329971313
120000,Evaluate/mIoU,1647978596726,0.43780994415283203
130000,Evaluate/mIoU,1647986231346,0.47428062558174133
140000,Evaluate/mIoU,1647993511799,0.48932933807373047
150000,Evaluate/mIoU,1648000378285,0.5020274519920349
160000,Evaluate/mIoU,1648007168680,0.5614035129547119
